dialog_act,utterance
inform,"cantonese food
"
inform,"doesnt matter
"
inform,"center
"
inform,"is there one with thai food
"
inform,"dont care
"
inform,"british food
"
inform,"i dont care
"
inform,"kosher for in the central
"
inform,"food
"
inform,"im looking for an expensive restaurant
"
inform,"im looking for a cheap restaurant in south part of
"
inform,"any
"
inform,"i dont care
"
inform,"im looking for a restaurant serving vietnamese food
"
inform,"spanish food
"
inform,"i dont care tv_noise
"
inform,"north part of town serving gastropub food
"
inform,"polish food
"
inform,"dont care
"
inform,"chinese food
"
inform,"expensive
"
inform,"british food
"
inform,"english food center part of town
"
inform,"expensive european food
"
inform,"seafood
"
inform,"and the north
"
inform,"chinese
"
inform,"i dont care
"
inform,"asian oriental
"
inform,"im looking for a cheap restaurant in the west part of town
"
inform,"danish
"
inform,"indian food
"
inform,"any area
"
inform,"french
"
inform,"i dont care
"
inform,"barbecue food
"
inform,"gastropub food
"
inform,"i dont care
"
inform,"any food
"
inform,"moderately priced
"
inform,"center
"
inform,"centre
"
inform,"im looking for a moderately priced restaurant in the east part of town
"
inform,"im looking for swedish food
"
inform,"south part of town
"
inform,"dont care
"
inform,"any
"
inform,"doesnt matter
"
inform,"corsica food
"
inform,"im looking for an expensive restaurant
"
inform,"the south part of town
"
inform,"i dont care
"
inform,"british food
"
inform,"im looking for a chinese restaurant
"
inform,"im looking for a restaurant that serves polynesian food
"
inform,"gastropub
"
inform,"i dont care
"
inform,"im looking for a restaurant in the south part of town serving jamaican food
"
inform,"im looking for a restaurant on the east part of town
"
inform,"im looking for an expensive restaurant in south part of town
"
inform,"cheap
"
inform,"id like a moderately priced restaurant
"
inform,"i need lebanese food
"
inform,"anywhere
"
inform,"it doesnt matter
"
inform,"doesnt matter
"
inform,"south
"
inform,"looking for lebanese food in the city center
"
inform,"moderately
"
inform,"any
"
inform,"dont care
"
inform,"corsica
"
inform,"looking for something cheap on the east part of town
"
inform,"expensive restaurant tuscan food
"
inform,"im looking for a moderately priced restaurant in the west part of town
"
inform,"west part of town
"
inform,"vietnamese
"
inform,"british food
"
inform,"cheap price range
"
inform,"an expensive italian restaurant
"
inform,"moderately
"
inform,"expensive
"
inform,"doesnt matter
"
inform,"north
"
inform,"i dont care
"
inform,"restaurant in the east part of town serving basque food
"
inform,"expensive
"
inform,"i dont care
"
inform,"it doesnt matter
"
inform,"thai food
"
inform,"i need a cheap restaurant in the south part of town
"
inform,"id like a barbecue restaurant
"
inform,"i am looking for a moderately priced restaurant that serves russian food
"
inform,"im looking for a restaurant in the south part of town that serves jamaican food
"
inform,"chinese food please
"
inform,"korean
"
inform,"christmas food
"
inform,"kosher food
"
inform,"korean food
"
inform,"south
"
inform,"dont care
"
inform,"north american food
"
inform,"im looking for a restaurant in the south part of town it should serve jamaican food
"
inform,"any
"
inform,"cheap
"
inform,"singaporean food
"
inform,"expensive restaurant east part of town
"
inform,"dont care
"
inform,"any
"
inform,"cheap restaurant in the south part of town
"
inform,"i need a place that serves spanish food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"im looking for a cheap restaurant that serves mediterranean food
"
inform,"spanish food
"
inform,"i dont care
"
inform,"i am looking for belgium food
"
inform,"cross over food
"
inform,"afghan
"
inform,"moderate
"
inform,"chinese
"
inform,"i need a restaurant in the west part of town
"
inform,"malaysian food
"
inform,"european type food
"
inform,"tha thai
"
inform,"south
"
inform,"is doesnt matter
"
inform,"i dont care
"
inform,"i dont care
"
inform,"british food
"
inform,"the food
"
inform,"restaurant
"
inform,"cheap
"
inform,"dont care
"
inform,"eritrean
"
inform,"moderately priced
"
inform,"it doesnt matter
"
inform,"chinese food
"
inform,"south
"
inform,"expensive
"
inform,"vietnamese food
"
inform,"mexican food
"
inform,"expensive
"
inform,"in the north part of town that serves
"
inform,"catalan
"
inform,"i dont care
"
inform,"it doesnt matter
"
inform,"i dont care
"
inform,"north north part of town
"
inform,"food
"
inform,"im looking for a moderately priced restaurant in the north
"
inform,"japanese
"
inform,"i dont care
"
inform,"im looking for a moderately priced restaurant
"
inform,"cheap price range
"
inform,"any type of area
"
inform,"do you have modern european food
"
inform,"restaurant serving spanish food
"
inform,"dont care
"
inform,"doesnt matter
"
inform,"barbecue
"
inform,"restaurant north part of town
"
inform,"i dont care
"
inform,"any
"
inform,"mediterranean food
"
inform,"im looking for a restaurant that serves italian
"
inform,"i want a french restaurant that serves expensive food
"
inform,"north part of town
"
inform,"im looking for a restaurant in the east part of the town with indian asian food
"
inform,"that information does not matter
"
inform,"north
"
inform,"mediterranean
"
inform,"portuguese food
"
inform,"may i have a moderately priced restaurant serving english
"
inform,"spanish food
"
inform,"are there any that serves mediterranean type food
"
inform,"im looking for a cheap restaurant in the west part of town
"
inform,"moderate
"
inform,"im looking for a cheap restaurant that serves vietnamese food
"
inform,"moderately priced in the west part of town
"
inform,"indian food
"
inform,"i want a scandinavian restaurant thats expensive
"
inform,"i want a cheap restaurant that serves unusual food
"
inform,"i dont care
"
inform,"south part of town
"
inform,"im looking for a moderately priced restaurant that serves
"
inform,"dont care
"
inform,"can i have a moderately priced restaurant
"
inform,"turkish food
"
inform,"looking for a cheap restaurant in the west part of town
"
inform,"italian food
"
inform,"cheap
"
inform,"i need to find a cheap restaurant
"
inform,"doesnt matter
"
inform,"west
"
inform,"moderate price
"
inform,"christmas food
"
inform,"cheap in the east part of town
"
inform,"expensive restaurant south part of town
"
inform,"moderately priced
"
inform,"south
"
inform,"im looking for a italian restaurant in east part of town
"
inform,"looking for a cheap restaurant in the west part of town
"
inform,"i dont care
"
inform,"any
"
inform,"im looking for a restaurant in the north part of town
"
inform,"i dont care
"
inform,"i dont care
"
inform,"if there is no such venue how about vietnamese type of food
"
inform,"i dont care
"
inform,"any noise
"
inform,"any
"
inform,"west part of town
"
inform,"center part of town
"
inform,"theres no such venue how about gastropub type of food
"
inform,"any type of food
"
inform,"asian oriental
"
inform,"cheap
"
inform,"barbecue
"
inform,"portuguese food
"
inform,"any
"
inform,"south
"
inform,"spanish food
"
inform,"center part of town
"
inform,"i dont care
"
inform,"uh gastropub
"
inform,"a restaurant in the west part of town
"
inform,"the south part
"
inform,"korean food
"
inform,"moderate
"
inform,"any
"
inform,"im looking for a restaurant in the south part of town that serves malaysian food
"
inform,"it doesnt matter
"
inform,"portuguese food
"
inform,"german food
"
inform,"any price range
"
inform,"venue
"
inform,"i would like to find a cheap restaurant
"
inform,"im looking for cuban food
"
inform,"catalan
"
inform,"lets see im looking for a restaurant in the north part of town that serves vietnamese food
"
inform,"moderately priced
"
inform,"any food
"
inform,"im looking for a cheap restaurant
"
inform,"expensive
"
inform,"dont care
"
inform,"centre
"
inform,"i dont give a damn about chinese food i want thai food
"
inform,"im looking for an expensive restaurant in the east
"
inform,"i want thai food
"
inform,"dont care
"
inform,"moderately
"
inform,"portuguese food
"
inform,"the south part of town
"
inform,"world food
"
inform,"im looking for a restaurant that serves mexican food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"turkish restaurant
"
inform,"vietnamese food
"
inform,"asian oriental food
"
inform,"south
"
inform,"im looking for an expensive restaurant that serves turkish food
"
inform,"indian
"
inform,"im looking for a restaurant that serves african food
"
inform,"moderately priced restaurant in the east
"
inform,"how bout european
"
inform,"austrian
"
inform,"im looking for a moderate priced restaurant that serves indian food
"
inform,"im looking for an expensive restaurant serving asian oriental
"
inform,"something catalan food
"
inform,"i am looking for a modern european food
"
inform,"spanish
"
inform,"a restaurant in the center
"
inform,"expensive
"
inform,"cheap
"
inform,"i got to find a cheap restaurant that serves mexican food
"
inform,"im looking for asian oriental type food
"
inform,"the south
"
inform,"i want a restaurant that serves creative food
"
inform,"south part of town
"
inform,"i need a restaurant that serves
"
inform,"im looking for french food
"
inform,"british
"
inform,"uh any
"
inform,"doesnt matter
"
inform,"thai food
"
inform,"im looking for a restaurant in the east part of town
"
inform,"i dont care
"
inform,"north
"
inform,"im looking for a moderately priced restaurant and it should serve british
"
inform,"dont care
"
inform,"italian
"
inform,"food
"
inform,"food
"
inform,"moderate
"
inform,"christmas food
"
inform,"dont care
"
inform,"i want a restaurant in the center of town that serves vinesha
"
inform,"moderately priced restaurant
"
inform,"seafood
"
inform,"i need a restaurant in the east part of town that serves canape food
"
inform,"find me an expensive portuguese restaurant
"
inform,"i dont care
"
inform,"breath can you find me danish restaurant
"
inform,"spanish
"
inform,"im looking for a moderately priced restaurant in the east part of town
"
inform,"unintelligible food
"
inform,"restaurant in the north part of
"
inform,"the type of food is lebanese
"
inform,"can i have a cheap restaurant
"
inform,"center of town
"
inform,"restaurant south part of town christmas food
"
inform,"id like a restaurant in any area that it serves canapes
"
inform,"the west of town with italian food
"
inform,"south
"
inform,"moderately
"
inform,"i want a turkish restaurant in the center part of town
"
inform,"i dont care
"
inform,"i would like modern european food
"
inform,"i need a moderately priced restaurant in the north part of town
"
inform,"umh i dont care noise
"
inform,"french food
"
inform,"im looking for a restaurant that serves modern european food
"
inform,"moderate
"
inform,"im looking for a restaurant serving thai type of food
"
inform,"vietnamese food
"
inform,"turkish food
"
inform,"unintelligible food
"
inform,"south
"
inform,"scottish food
"
inform,"gastropub
"
inform,"romanian
"
inform,"north
"
inform,"cheap unintelligible food
"
inform,"any area
"
inform,"dont care
"
inform,"dont care
"
inform,"brazilian
"
inform,"im looking for an expensive restaurant in the east part of town
"
inform,"south
"
inform,"im looking for a restaurant in any area
"
inform,"any kind of food
"
inform,"im looking for a cheap restaurant that serves portuguese food
"
inform,"i dont care
"
inform,"gastropub food
"
inform,"i would like to find a moderately priced restaurant and it should be in the east
"
inform,"im looking for an expensive restaurant serving international food
"
inform,"its expensive
"
inform,"cheap
"
inform,"moderate
"
inform,"traditional
"
inform,"derately priced
"
inform,"i dont care
"
inform,"south side
"
inform,"any area
"
inform,"modern european
"
inform,"im looking for a restaurant in the south part of town serving chinese food
"
inform,"it doesnt matter
"
inform,"any
"
inform,"i am looking for persian food please
"
inform,"i dont care
"
inform,"center
"
inform,"south
"
inform,"in the north part of town
"
inform,"african food
"
inform,"chinese food thats moderately priced
"
inform,"indian
"
inform,"dont care
"
inform,"okay um well how bout portuguese
"
inform,"i dont care
"
inform,"expensive restaurant in the south part of town
"
inform,"i dont care
"
inform,"swedish
"
inform,"korean food
"
inform,"im looking for vegetarian food in any price range
"
inform,"uh european food
"
inform,"any
"
inform,"any part of town
"
inform,"north
"
inform,"moderate
"
inform,"seafood
"
inform,"i dont care
"
inform,"spanish food
"
inform,"indian food
"
inform,"cheap restaurant
"
inform,"i dont care
"
inform,"moderately priced
"
inform,"moderately priced restaurant in the east part of town
"
inform,"im looking for a restaurant that serves african food
"
inform,"west
"
inform,"center
"
inform,"i dont care
"
inform,"south
"
inform,"im looking for a restaurant serving venetian food
"
inform,"polynesian food
"
inform,"british food north part of town
"
inform,"dont care
"
inform,"im looking for an expensive restaurant with venetian food
"
inform,"in the south
"
inform,"danish food in the south part of town
"
inform,"it doesnt matter
"
inform,"oriental
"
inform,"can i find an indian
"
inform,"north
"
inform,"expensive restaurant
"
inform,"gastropub
"
inform,"im looking for a cheap restaurant in the north part of town
"
inform,"im looking for eritrean food
"
inform,"restaurant in west part of town
"
inform,"im looking for a restaurant in the west part of town that serves jamaican food
"
inform,"south
"
inform,"im looking for a restaurant in the center part of town
"
inform,"im looking for a cheap restaurant
"
inform,"im looking for a cheap restaurant that serves malaysian food
"
inform,"mediterranean
"
inform,"i dont care
"
inform,"expensive
"
inform,"im looking for a moderately priced restaurant in the north
"
inform,"expensive restaurant
"
inform,"french food
"
inform,"mexican
"
inform,"im looking for a restaurant in the center of town that serves
"
inform,"looking for an expensive restaurant that serves indonesian food
"
inform,"um it doesnt matter
"
inform,"west part of town
"
inform,"im looking for a restaurant in the north part of town serving
"
inform,"dont care
"
inform,"moderately priced
"
inform,"any fine
"
inform,"italian
"
inform,"indian
"
inform,"any
"
inform,"can i find a moderately priced restaurant
"
inform,"north
"
inform,"any
"
inform,"can i have a moderately priced restaurant on this side of town
"
inform,"creative food
"
inform,"looking for a cheap restaurant that serves spanish food
"
inform,"im looking for a cheap restaurant and it should serve polish food
"
inform,"eritrean food
"
inform,"west
"
inform,"i want an expensive restaurant that serves polish food
"
inform,"in the north part of town
"
inform,"it doesnt matter
"
inform,"any
"
inform,"i need a restaurant in the
"
inform,"i do not care about the price range im just looking for a restaurant in the center that serves korean food
"
inform,"german food
"
inform,"doesnt matter
"
inform,"trying to find a cheap restaurant
"
inform,"british food
"
inform,"indian food
"
inform,"spanish food
"
inform,"south
"
inform,"center
"
inform,"north
"
inform,"im looking for a restaurant in the north part of town thats
"
inform,"any
"
inform,"im looking for an expensive restaurant that serves swiss food
"
inform,"christmas food
"
inform,"okay im looking for moderate price range
"
inform,"vegetarian food
"
inform,"indian type food
"
inform,"in the moderately price range
"
inform,"italian food
"
inform,"any
"
inform,"french
"
inform,"noise i am looking for a moderately priced restaurant unintelligible
"
inform,"anywhere
"
inform,"what about turkish
"
inform,"thai
"
inform,"north american food
"
inform,"can i get a restaurant
"
inform,"i want to find a moderately priced restaurant
"
inform,"any
"
inform,"gastropub
"
inform,"i want to find a cheap restaurant in the south part of town
"
inform,"spanish food
"
inform,"im looking for a restaurant in the west part of town and it sh
"
inform,"in the south
"
inform,"moderately priced
"
inform,"mediterranean
"
inform,"of this restaurant
"
inform,"food
"
inform,"that serves swiss food
"
inform,"moderate
"
inform,"im looking for turkish food
"
inform,"indian food in the south part of town
"
inform,"can i have an expensive restaurant
"
inform,"moderately
"
inform,"south part of town
"
inform,"portuguese food
"
inform,"scottish
"
inform,"i dont care
"
inform,"uh i dont mind
"
inform,"italian food west part of town
"
inform,"looking for a cheap restaurant in the east part of town
"
inform,"chinese food
"
inform,"portuguese
"
inform,"north
"
inform,"lebanese food
"
inform,"i want korean food
"
inform,"any type of food
"
inform,"dont care
"
inform,"spanish
"
inform,"im looking for a restaurant in the north part of town that serves caribbean food
"
inform,"danish
"
inform,"im looking for an expensive restaurant that serves european food
"
inform,"anything
"
inform,"unusual food
"
inform,"moderate
"
inform,"portuguese
"
inform,"i want a moderately priced restaurant in the north part of town
"
inform,"expensive
"
inform,"do not care
"
inform,"restaurant in the west part of town that serves
"
inform,"indian food
"
inform,"uh im looking for a moderately priced restaurant serving
"
inform,"i dont care
"
inform,"spanish food
"
inform,"south
"
inform,"im looking for a moderately priced restaurant in the east part of town
"
inform,"east noise
"
inform,"center
"
inform,"i want a gastropub restaurant
"
inform,"the indian food
"
inform,"any
"
inform,"im looking for mediterranean food
"
inform,"asian oriental
"
inform,"dont care
"
inform,"uh scandinavian food
"
inform,"tuscan
"
inform,"british food
"
inform,"greek
"
inform,"expensive
"
inform,"vietnamese food
"
inform,"thai
"
inform,"i dont care
"
inform,"moderately priced any foo
"
inform,"im looking for a restaurant serving romanian food
"
inform,"polynesia food
"
inform,"i dont care
"
inform,"korean food
"
inform,"i dont care
"
inform,"im looking for a restaurant that serves austral austrian food
"
inform,"can you find a moderately priced restaurant
"
inform,"breath im looking for a cheap restaurant serving catalan food
"
inform,"greek
"
inform,"dont care
"
inform,"i would like to find an expensive restaurant that serves corsica food
"
inform,"i dont care
"
inform,"creative
"
inform,"chinese food
"
inform,"north american
"
inform,"i want a cheap restaurant in the north part of town
"
inform,"moderate
"
inform,"moderately
"
inform,"food
"
inform,"im looking for a restaurant in the center and it should serve swedish food
"
inform,"south part of town
"
inform,"vietnamese food
"
inform,"im looking for a cheap restaurant in the east part of town
"
inform,"any
"
inform,"gastropub
"
inform,"chinese food
"
inform,"austro food
"
inform,"id like a cheap restaurant in the west part of town
"
inform,"i want i want indian food
"
inform,"polynesian food
"
inform,"hungarian
"
inform,"dont care
"
inform,"south
"
inform,"it doesnt matter
"
inform,"gastropub food
"
inform,"international
"
inform,"kosher food
"
inform,"im looking for a moderately priced restaurant in the west part of town
"
inform,"i want an italian restaurant in the center
"
inform,"french
"
inform,"cuban
"
inform,"indian
"
inform,"moderate
"
inform,"doesnt matter
"
inform,"cheap
"
inform,"expensive restaurant
"
inform,"i want a restaurant in the east part of town that serves singaporean food
"
inform,"north
"
inform,"cheap
"
inform,"looking for a restaurant in the east part of town
"
inform,"i need a moderately priced restaurant in the south part of town
"
inform,"anything
"
inform,"moderate
"
inform,"barbecue
"
inform,"center
"
inform,"indian
"
inform,"any type of food
"
inform,"spanish food
"
inform,"any
"
inform,"italian food in the west part of town
"
inform,"unintelligible food
"
inform,"cheap
"
inform,"west
"
inform,"south
"
inform,"expensive
"
inform,"restaurant in the center serving persian food
"
inform,"north
"
inform,"is there any place that serves italian food
"
inform,"mediterranean
"
inform,"afghan food
"
inform,"im looking for portuguese food
"
inform,"s e a f o o d
"
inform,"west
"
inform,"gastropub
"
inform,"west
"
inform,"doesnt matter
"
inform,"kosher food
"
inform,"im looking for thai
"
inform,"i dont care
"
inform,"east part
"
inform,"hungarian food
"
inform,"ah i dont care
"
inform,"i dont care
"
inform,"noise looking for an expensive restaurant in the south part of town
"
inform,"south
"
inform,"does not matter
"
inform,"portuguese food
"
inform,"are there any cantonese restaurants
"
inform,"can i have asian food
"
inform,"cheap italian food
"
inform,"im looking for an expensive restaurant in the south part of
"
inform,"i need an expensive restaurant that serves afghan food
"
inform,"any
"
inform,"looking for a moderately priced restaurant in the east part of town
"
inform,"italian food
"
inform,"spanish food
"
inform,"im looking for cheap polynesian food
"
inform,"food type
"
inform,"i need to find a moderately priced restaurant
"
inform,"food
"
inform,"cuban food
"
inform,"i want a restaurant in the north part of town that serves french food
"
inform,"a cheap restaurant serving mexican food
"
inform,"chineese
"
inform,"austral asian
"
inform,"place that serves portuguese food
"
inform,"steak
"
inform,"im looking for a restaurant in any area that
"
inform,"for a moderately priced restaurant
"
inform,"modern european
"
inform,"scandinavian food
"
inform,"anything
"
inform,"i dont care
"
inform,"i dont care
"
inform,"looking for a moderately priced restaurant
"
inform,"im looking for an expensive restaurant in the east part of town
"
inform,"i dont care
"
inform,"i am looking for a restaurant in the west part of town
"
inform,"any
"
inform,"air tran
"
inform,"restaurant north part of town seafood
"
inform,"doesnt matter
"
inform,"moderate
"
inform,"north
"
inform,"any
"
inform,"scandinavian food
"
inform,"west
"
inform,"north part of town
"
inform,"um moderate
"
inform,"greek
"
inform,"swedish food
"
inform,"anything
"
inform,"i dont care
"
inform,"dont care
"
inform,"i want swiss food
"
inform,"can i find a expensive restaurant that serves welsh food
"
inform,"what about irish food
"
inform,"i would like to find a restaurant in the south part of town that serves
"
inform,"chinese food
"
inform,"barbecue
"
inform,"im looking for french food
"
inform,"price does not matter
"
inform,"it doesnt matter
"
inform,"swedish food
"
inform,"im looking for unintelligible food
"
inform,"italian food
"
inform,"im looking for moderately priced restaurant in the north part
"
inform,"city center
"
inform,"indian food
"
inform,"im looking for a restaurant serving european food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"expensive australian restaurant
"
inform,"indian food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"that serves cuban food
"
inform,"any
"
inform,"with scottish
"
inform,"cheap
"
inform,"cheap restaurant gastropub
"
inform,"korean
"
inform,"i want to find a moderately priced restaurant serving spanish food
"
inform,"any price range
"
inform,"south part of town
"
inform,"im looking for a restaurant in the west part of town
"
inform,"i dont care
"
inform,"i dont care
"
inform,"looking for a restaurant in the south part of town that serves australian food
"
inform,"i dont care
"
inform,"can i have an expensive restaurant
"
inform,"north
"
inform,"creative food
"
inform,"italian
"
inform,"like to find a moderately priced restaurant in the west part of town
"
inform,"im looking for a moderately priced restaurant serving basque food
"
inform,"im looking for a restaurant in the west part of town
"
inform,"portuguese
"
inform,"unusual food
"
inform,"im looking for an expensive restaurant in the east
"
inform,"im looking for african food
"
inform,"moderate
"
inform,"i dont care
"
inform,"italian
"
inform,"doesnt matter
"
inform,"north
"
inform,"doesnt matter
"
inform,"lebanse
"
inform,"moderately priced
"
inform,"cheap
"
inform,"catalonia in the east part of town
"
inform,"can i get swedish food
"
inform,"moderately
"
inform,"cheap
"
inform,"jamaican food
"
inform,"id like a austrian restaurant in the south part of town
"
inform,"fusion food
"
inform,"doesnt matter
"
inform,"south
"
inform,"any part
"
inform,"uh the centre
"
inform,"i dont care
"
inform,"i dont care
"
inform,"thai food
"
inform,"scandinavian food
"
inform,"any
"
inform,"moderate
"
inform,"mediterranean food
"
inform,"north american food
"
inform,"any
"
inform,"im looking for an expensive restaurant serving portuguese foo
"
inform,"i dont care
"
inform,"im looking for an expensive restaurant that serves hungarian
"
inform,"food
"
inform,"italian food
"
inform,"noise any price range
"
inform,"moderately priced
"
inform,"dont care
"
inform,"i dont care
"
inform,"north
"
inform,"im looking for a restaurant in the center park of town that serves
"
inform,"i dont care
"
inform,"im looking for a cheap restaurant that serves welsh food
"
inform,"center
"
inform,"scandinavian food
"
inform,"dont care
"
inform,"barbecue food
"
inform,"portuguese
"
inform,"the south part of town
"
inform,"i dont care
"
inform,"romanian
"
inform,"chinese
"
inform,"okay moderate price range gastropub
"
inform,"cheap restaurant south part of town
"
inform,"expensive
"
inform,"im looking for a barbecue restaurant in the east part of town
"
inform,"catalan food expensive
"
inform,"unintelligible restaurant
"
inform,"moroccan
"
inform,"south part of town
"
inform,"food
"
inform,"center
"
inform,"food
"
inform,"im looking for a restaurant in the center of town that serves mediterranean
"
inform,"i do not care
"
inform,"expensive
"
inform,"i want a cheap restaurant in the south part of town
"
inform,"greek
"
inform,"is doesnt matter
"
inform,"any thing
"
inform,"cheap restaurant north part of town
"
inform,"west
"
inform,"middle
"
inform,"any
"
inform,"dont care
"
inform,"im looking for a moderately priced restaurant serving spanish food
"
inform,"moderate
"
inform,"im looking for a thai restaurant
"
inform,"south
"
inform,"any
"
inform,"im looking for a korean restaurant
"
inform,"im looking for world food
"
inform,"im looking for a moderately priced restaurant in the west part of town
"
inform,"chinese food
"
inform,"in the south part of town
"
inform,"modern european food
"
inform,"moderate european food
"
inform,"vietnamese
"
inform,"dont care
"
inform,"cheap
"
inform,"any
"
inform,"moderately priced
"
inform,"cheap restaurant in the north part of town
"
inform,"any kind of food
"
inform,"australian food
"
inform,"i need to find a french restaurant
"
inform,"mexican food
"
inform,"scottish food
"
inform,"dont care
"
inform,"i want a restaurant that serves british food
"
inform,"doesnt matter
"
inform,"i dont care
"
inform,"noise looking for an expensive restaurant
"
inform,"i dont care
"
inform,"any
"
inform,"a moderately priced restaurant
"
inform,"im looking for eritrean food
"
inform,"jamaican food
"
inform,"i want to find a cheap restaurant and it should serve scandinavian food
"
inform,"doesnt matter
"
inform,"im looking for a restaurant in the south part of town that serves
"
inform,"a cheap restaurant in the west part of town
"
inform,"im looking for a restaurant serving international food
"
inform,"i dont care
"
inform,"i want an expensive restaurant in the east part of town
"
inform,"mexican food
"
inform,"international
"
inform,"asian oriental
"
inform,"expensive
"
inform,"expensive
"
inform,"thai food
"
inform,"looking for a cheap restaurant serving portuguese food
"
inform,"city centre
"
inform,"north
"
inform,"expensive
"
inform,"i dont care
"
inform,"dont care
"
inform,"any
"
inform,"cheap
"
inform,"seafood
"
inform,"spanish
"
inform,"dont care
"
inform,"catalan
"
inform,"moderate
"
inform,"australian
"
inform,"north
"
inform,"doesnt matter
"
inform,"vietnamese
"
inform,"i dont care
"
inform,"spanish food
"
inform,"cheap
"
inform,"any area
"
inform,"singapore
"
inform,"west
"
inform,"i would like korean food
"
inform,"center
"
inform,"i dont care
"
inform,"it doesnt matter
"
inform,"doesnt matter
"
inform,"korean food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"doesnt matter
"
inform,"im looking for an expensive restaurant serving english food
"
inform,"west
"
inform,"british food
"
inform,"find me an expensive persian restaurant
"
inform,"thai
"
inform,"thai
"
inform,"turkish food
"
inform,"moderately priced restaurant in
"
inform,"unusual food
"
inform,"food
"
inform,"east part of town i need an expensive restaurant
"
inform,"i dont care
"
inform,"im looking for a cheap restaurant in the west part of town
"
inform,"looking for a moderately priced restaurant in the east part of town
"
inform,"dont care
"
inform,"thai
"
inform,"any
"
inform,"center
"
inform,"the east part of town
"
inform,"italian food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"east part
"
inform,"any is okay
"
inform,"thai food
"
inform,"british food
"
inform,"im looking for a restaurant in the east part of town serving swiss food
"
inform,"north american type of food
"
inform,"restaurant in the south part of town
"
inform,"doesnt matter
"
inform,"vietnamese
"
inform,"it doesnt matter
"
inform,"any
"
inform,"im looking for a restaurant in the north part of town that serves african food
"
inform,"indian type of food
"
inform,"i would like an expensive asian food restaurant
"
inform,"spanish food
"
inform,"i want something in the south
"
inform,"expensive
"
inform,"id like to find a restaurant that serves portuguese food
"
inform,"it doesnt matter
"
inform,"doesnt matter
"
inform,"moderately priced
"
inform,"sea food
"
inform,"um portuguese food
"
inform,"french
"
inform,"the north
"
inform,"spanish food
"
inform,"i need a moderately priced restaurant in the south part of town
"
inform,"moderately priced restaurant north part of town
"
inform,"a cheap
"
inform,"im looking for an expensive restaurant in the east part of town
"
inform,"is there an expensive
"
inform,"north
"
inform,"italian food
"
inform,"chinese
"
inform,"can i have a lebanese restaurant
"
inform,"cheap
"
inform,"the north
"
inform,"spanish food
"
inform,"what about international type food
"
inform,"uh expensive
"
inform,"lebanese
"
inform,"danish
"
inform,"cheap restaurant
"
inform,"signapore
"
inform,"center
"
inform,"moderately priced food in the north part of town
"
inform,"im looking for a restaurant in the west part of town
"
inform,"it doesnt matter
"
inform,"north american food
"
inform,"caribbean food
"
inform,"any
"
inform,"african food
"
inform,"italian food
"
inform,"indian
"
inform,"doesnt matter
"
inform,"i dont care
"
inform,"south
"
inform,"cheap
"
inform,"it doesnt matter
"
inform,"french
"
inform,"a cheap
"
inform,"doesnt matter
"
inform,"dont care
"
inform,"restaurant serving spanish food
"
inform,"cheap
"
inform,"pan asian food
"
inform,"im looking for a restaurant in the west part of town
"
inform,"dont care
"
inform,"belgium food
"
inform,"i dont care
"
inform,"vietnamese
"
inform,"any price range
"
inform,"unusual food
"
inform,"i dont care about the price range what about thai food
"
inform,"hungarian food
"
inform,"moderately priced
"
inform,"i dont care
"
inform,"im looking for a cheap restaurant in the south part of town
"
inform,"im looking for greek food
"
inform,"im looking for an expensive restaurant that serves unintelligible food
"
inform,"uh italian
"
inform,"uh it doesnt matter
"
inform,"south part of town
"
inform,"mediterranean
"
inform,"something cheap
"
inform,"doesnt matter
"
inform,"cheap price range
"
inform,"moderately priced
"
inform,"um medium price range
"
inform,"moderately priced french food
"
inform,"persian restaurant in the north part of town
"
inform,"doesnt matter
"
inform,"the north part of town
"
inform,"corsica
"
inform,"i need a cheap restaurant in the south part of town
"
inform,"dont care
"
inform,"expensive restaurant south part of town
"
inform,"italian food
"
inform,"moderately priced
"
inform,"any kind of food id like a cheap restaurant
"
inform,"i want a restaurant in the north part of town that serves swiss food
"
inform,"north part of town
"
inform,"the south part of town
"
inform,"expensive restaurant
"
inform,"noise ease part of town east
"
inform,"cuban food
"
inform,"doesnt matter
"
inform,"south
"
inform,"i dont care
"
inform,"west
"
inform,"any
"
inform,"im looking for a moderately priced restaurant
"
inform,"afghan
"
inform,"eritrean
"
inform,"im looking for polynesian food
"
inform,"im looking for a place that serves mexican food
"
inform,"west
"
inform,"im looking for a cheap restaurant in the south part of town
"
inform,"i dont care
"
inform,"indian food
"
inform,"a chinese restaurant in the south part of town
"
inform,"dont care
"
inform,"it doesnt matter
"
inform,"north
"
inform,"im looking for a restaurant serving
"
inform,"mediterranean
"
inform,"japanese food in the center of town
"
inform,"serving barbecue food
"
inform,"south
"
inform,"i dont care
"
inform,"malaysian food
"
inform,"arotrian
"
inform,"expensive restaurant
"
inform,"center area
"
inform,"i want to find moderately priced restaurant it should be
"
inform,"chinese
"
inform,"what about modern european
"
inform,"expensive
"
inform,"ok i want vietnamese
"
inform,"doesnt matter
"
inform,"mediterranean food
"
