dialog_act,utterance
inform,"jamaican food
"
inform,"jamaican food
"
inform,"im looking for a restaurant in the south part of town serving chinese food
"
inform,"i would like chinese food
"
inform,"i dont care
"
inform,"can i have greek food
"
inform,"dont care
"
inform,"dont care
"
inform,"chinese
"
inform,"chinese
"
inform,"cheap
"
inform,"chinese
"
inform,"im looking for a restaurant that serves bistro food
"
inform,"turkish food
"
inform,"turkish food
"
inform,"turkish food
"
inform,"any area
"
inform,"im looking for a turkish type of restaurant
"
inform,"turkish restaurant
"
inform,"im looking for a restaurant in any area that serves bistro food
"
inform,"turkish type of food
"
inform,"the east
"
inform,"im looking for a restaurant in the center of town that serves african food
"
inform,"belgian food
"
inform,"food
"
inform,"indian
"
inform,"any
"
inform,"i want to find a cheap re
"
inform,"i want to find a moderately priced restaurant and it should serve asian food
"
inform,"italian food
"
inform,"british food
"
inform,"moderately priced restaurant in the east part of town
"
inform,"moderate
"
inform,"moderate
"
inform,"i want to find a restaurant in the center that serves lebanese food
"
inform,"i want a restaurant in the moderate price range
"
inform,"um is doesnt matter
"
inform,"christmas food
"
inform,"i would like a moderately priced restaurant in the west part of town
"
inform,"i dont care
"
inform,"i need a moderately priced restaurant that serves world food
"
inform,"i dont care
"
inform,"i want to find a moderately priced restaurant that serves moroccan food
"
inform,"im looking for a restaurant in the east part of town thats expensive
"
inform,"doesnt matter
"
inform,"price over food west part of town
"
inform,"west
"
inform,"class over
"
inform,"im looking for a expensive restaurant in the east part of town
"
inform,"expensive
"
inform,"food
"
inform,"brazilian food
"
inform,"i dont care
"
inform,"brazilian
"
inform,"korean
"
inform,"expensive restaurant welsh food
"
inform,"british
"
inform,"british food
"
inform,"want something in the south side of town thats moderately priced
"
inform,"i dont care
"
inform,"moderately priced
"
inform,"i need cheap hungarian restaurant
"
inform,"im looking for tuscan food
"
inform,"korean food
"
inform,"the south part
"
inform,"restaurant
"
inform,"expensive
"
inform,"restaurant in any area international food
"
inform,"i dont care
"
inform,"north part of town serving gastropub food
"
inform,"just chinese food in the north part of town
"
inform,"i dont care
"
inform,"bistro
"
inform,"north
"
inform,"north
"
inform,"im looking for a restaurant that serves
"
inform,"im looking for a restaurant that serves polynesian food
"
inform,"i dont care about the price range
"
inform,"im looking for a restaurant in the north part of town serving lebanese food
"
inform,"im looking for a restaurant in the north part of town serving italian food
"
inform,"i dont care
"
inform,"cheap restaurant in the south part of town
"
inform,"any
"
inform,"im looking for a moderately priced labonese restaruant
"
inform,"swedish food
"
inform,"in the north part of town
"
inform,"italian food
"
inform,"in the north part of town
"
inform,"i dont care
"
inform,"i dont care
"
inform,"cheap
"
inform,"oh i need to be in the north
"
inform,"im looking for a moderately priced restaurant uh serving halal food
"
inform,"im looking for romanian food in the expensive price range
"
inform,"romanian
"
inform,"mediterranean food
"
inform,"mediterranean
"
inform,"mediterranean
"
inform,"a cheap restaurant in the west part of town
"
inform,"doesnt matter
"
inform,"i dont care
"
inform,"im looking for a restaurant in the east part of town that serves traditional food
"
inform,"indian food
"
inform,"west part of town
"
inform,"moderately priced restaurant
"
inform,"id like a pan asian restaurant
"
inform,"any part
"
inform,"pan asian
"
inform,"pan asian food
"
inform,"pan asian
"
inform,"pan asian
"
inform,"asian oriental
"
inform,"any price range
"
inform,"any
"
inform,"asian ori
"
inform,"asian
"
inform,"oriental
"
inform,"im looking for a restaurant in the cheap price range that serves asian oriental food
"
inform,"i dont care
"
inform,"dont care
"
inform,"asian oriental
"
inform,"a moderately priced restaurant in the south part of town
"
inform,"moderately priced restaurant
"
inform,"moderate
"
inform,"moderately
"
inform,"gastropub
"
inform,"gastropub
"
inform,"expensive restaurant south part of town
"
inform,"expensive
"
inform,"south
"
inform,"any
"
inform,"im looking for a restaurant in central it should serve japanese food
"
inform,"west
"
inform,"british food
"
inform,"any price range
"
inform,"im looking for a restaurant in the east part of the town with indian asian food
"
inform,"im looking for a restaurant in the east part of town that serves indian food
"
inform,"indian food
"
inform,"i dont care
"
inform,"im looking for a moderately priced restaurant in the south part of town
"
inform,"cheap
"
inform,"restaurant
"
inform,"north
"
inform,"cheap
"
inform,"north
"
inform,"cheap
"
inform,"cheap restaurant north part of town
"
inform,"i want a moderate priced restaurant in the south of town
"
inform,"i dont care
"
inform,"moderate
"
inform,"cheap restaurant
"
inform,"in the west part
"
inform,"west part of town
"
inform,"i dont care
"
inform,"im looking for an expensive restaurant in the east part of town
"
inform,"i dont care
"
inform,"korean food
"
inform,"the south
"
inform,"i dont care
"
inform,"moderate
"
inform,"korean
"
inform,"im looking for a moderately priced restaurant in the south part of town
"
inform,"i dont care
"
inform,"west part of town
"
inform,"fusion food
"
inform,"vietnamese
"
inform,"fancy restaurant moroccan food
"
inform,"expensive
"
inform,"moderately priced restaurant in the south part of town
"
inform,"any
"
inform,"west part of town
"
inform,"any
"
inform,"cheap
"
inform,"im looking for something moderately priced
"
inform,"south
"
inform,"i dont care
"
inform,"indian food
"
inform,"west
"
inform,"im looking for an expensive restaurant that serves greek food
"
inform,"im looking for an expensive restaurant that serves asian oriental food
"
inform,"i dont care
"
inform,"looking for a cheap restaurant in the west part of town
"
inform,"any
"
inform,"caribbean food
"
inform,"dont care
"
inform,"dont care
"
inform,"caribbean food
"
inform,"im looking for a restaurant in the north part of town
"
inform,"im looking for a restaurant in the south part of town that serves malaysian food
"
inform,"i need a moderately priced restaurant that serves bask food
"
inform,"asian oriental
"
inform,"im looking for a moderately priced restaurant
"
inform,"im looking for a moderately priced restaurant in the east part of town
"
inform,"dont care
"
inform,"what asian oriental type of food
"
inform,"asian oriental type of food
"
inform,"looking for an expensive restaurant in the south part of town
"
inform,"a restaurant cheap north part of town
"
inform,"i dont care
"
inform,"moderately priced in the west
"
inform,"west
"
inform,"any
"
inform,"im looking for
"
inform,"an expensive restaurant
"
inform,"an expensive restaurant
"
inform,"french food
"
inform,"moderately priced
"
inform,"moderately priced
"
inform,"im looking for a restaurant in the south part of town and danish food
"
inform,"it deosnt matter
"
inform,"im looking for a moderately priced restaurant in the north part of town
"
inform,"any food
"
inform,"for a restaurant in any area with international food
"
inform,"any
"
inform,"any area
"
inform,"expensive restaurant in the south part of town
"
inform,"i dont care
"
inform,"expensive
"
inform,"looking for a restaurant that serves lebanese food
"
inform,"barbecue
"
inform,"barbecue food
"
inform,"barbecue food
"
inform,"indian food
"
inform,"can you do anything else beside repeat yourself
"
inform,"barbecue food
"
inform,"barbecue food
"
inform,"any price range
"
inform,"indian food
"
inform,"in the east part of town
"
inform,"i dont care
"
inform,"expensive
"
inform,"dont care
"
inform,"gastropub
"
inform,"dont care
"
inform,"any thing
"
inform,"west
"
inform,"i dont care
"
inform,"cheap restaurant
"
inform,"north north part of town
"
inform,"doesnt matter
"
inform,"find a restaurant in the center of town
"
inform,"breath im looking for a restaurant that serves cuban food
"
inform,"can i find a restaurant
"
inform,"im looking for a restaurant in the north part of town serving malaysian food
"
inform,"im looking for a moderately priced restaurant in the south part of town
"
inform,"i dont care
"
inform,"i would like australian foo
"
inform,"talian food
"
inform,"italian food
"
inform,"west part of town
"
inform,"i dont care
"
inform,"world
"
inform,"im looking for a cheap restaurant with spanish food
"
inform,"looking for a cheap restaurant in the west part of town
"
inform,"i dont care
"
inform,"im looking for an expensive restaurant and it should be the east part of town
"
inform,"any
"
inform,"restaurant north part of town seafood
"
inform,"sea food
"
inform,"unintelligible expensive
"
inform,"um english
"
inform,"american
"
inform,"caribbean food
"
inform,"indian
"
inform,"any
"
inform,"im looking for an expensive restaurant that serves signaporean food
"
inform,"british food
"
inform,"any
"
inform,"cantonese food
"
inform,"cantonese food
"
inform,"north american food
"
inform,"north american type food
"
inform,"any area
"
inform,"south of town
"
inform,"east of town
"
inform,"west of town
"
inform,"west
"
inform,"dont care
"
inform,"cheap
"
inform,"i dont care
"
inform,"english food
"
inform,"italian food
"
inform,"south
"
inform,"any range
"
inform,"id like an expensive thai restaurant
"
inform,"any part of town
"
inform,"i want a restaurant in the east part of town that serves singaporean food
"
inform,"cheap restaurant east part of town
"
inform,"im looking for a restaurant in any area and it should serve pan asian food
"
inform,"uh international food
"
inform,"any range is fine
"
inform,"the south part of town id like a restaurant that serves traditional food
"
inform,"any price range
"
inform,"im looking for an expensive restaurant that serves sea food
"
inform,"im looking for a moderately priced restaurant in the north part of town
"
inform,"i dont care
"
inform,"european food any price
"
inform,"any
"
inform,"any
"
inform,"im looking for a moderately priced restaurant that serves tuscan food
"
inform,"and at the gastropub
"
inform,"north
"
inform,"corsica
"
inform,"north
"
inform,"uh indian
"
inform,"uh indian
"
inform,"any
"
inform,"south
"
inform,"south
"
inform,"south
"
inform,"portugese
"
inform,"i want a moderately priced restaurant in the north part of town
"
inform,"i dont care
"
inform,"i need a cheap restaurant
"
inform,"doesnt matter
"
inform,"doesnt matter
"
inform,"find me a cheap vietnamese restaurant
"
inform,"find me vietnamese food
"
inform,"im looking for an expensive restaurant that serves irish food
"
inform,"i dont care
"
inform,"irish
"
inform,"italian
"
inform,"i want to find a moderately priced restaurant that serves cuban food
"
inform,"expensive
"
inform,"i dont care
"
inform,"how european
"
inform,"cheap restaurant
"
inform,"i am looking for a restaurant in the south part of town and it should serve cantonese food
"
inform,"cantonese food
"
inform,"food
"
inform,"cantonese
"
inform,"i would like a cheap restaurant in the north part of town
"
inform,"do you have chinese food
"
inform,"um moderate
"
inform,"id like an expensive restaurant
"
inform,"south
"
inform,"south
"
inform,"any
"
inform,"vietnamese food
"
inform,"im looking for a cheap restaurant in the south part of town
"
inform,"any
"
inform,"asian oriental
"
inform,"could i have a cheap restaurant
"
inform,"the north
"
inform,"moderate
"
inform,"moderately priced
"
inform,"im looking for a restaurant in the north part of town that serves belgian food
"
inform,"i dont care
"
inform,"portuguese food
"
inform,"portuguese food any price
"
inform,"moderately priced restaurant
"
inform,"dont care
"
inform,"im looking for a restaurant that serves russian food
"
inform,"moderately restaurant
"
inform,"moderate
"
inform,"north
"
inform,"any
"
inform,"british food
"
inform,"north part
"
inform,"doesnt matter
"
inform,"looking for lebanese food in the city center
"
inform,"can i have a moderately priced restaurant
"
inform,"any
"
inform,"gastropub
"
inform,"asian oriental
"
inform,"im looking for a restaurant in the east part of town that serves afghan food
"
inform,"how bout chinese food
"
inform,"how how bout chinese food
"
inform,"chinese
"
inform,"um im looking for a restaurant in the center part of town that serves lebanese food
"
inform,"noise um in the east part of town
"
inform,"i would like gastropub food in the east part of town please
"
inform,"gastropub
"
inform,"im looking for an expensive restaurant and it should be in the south part of town
"
inform,"south part of town
"
inform,"any
"
inform,"dont care
"
inform,"korean food
"
inform,"i dont care
"
inform,"korean
"
inform,"i would like to find a restaurant in the center and it should serve korean food
"
inform,"i do not care about the price range im just looking for a restaurant in the center that serves korean food
"
inform,"i dont care
"
inform,"i need a moderately priced restaurant in the north part of town
"
inform,"i dont care is there any north part of town
"
inform,"creative food
"
inform,"italian food
"
inform,"any
"
inform,"id like an expensive restaurant that serves bat food
"
inform,"im looking for a restaurant in the east part of town
"
inform,"corsica
"
inform,"the indian food
"
inform,"i would like to find an expensive restaurant that serves corsica food
"
inform,"food
"
inform,"cheap
"
inform,"im looking for a cheap restaurant
"
inform,"any part of town
"
inform,"italian food
"
inform,"i want to find a moderately priced restaurant in the east part town
"
inform,"a moderately priced restaurant in the east of town
"
inform,"i dont care
"
inform,"i dont care
"
inform,"west part of town
"
inform,"west
"
inform,"moderately priced
"
inform,"uh cheap restaurant
"
inform,"cheap
"
inform,"vietnamese food
"
inform,"expensive
"
inform,"expensive
"
inform,"could i have a moderately priced restaurant in the south part of town
"
inform,"moderately priced
"
inform,"can i have a moderately priced restaurant on this side of town
"
inform,"food type
"
inform,"looking for a moderately priced restaurant that serves brazilian
"
inform,"how bout asian oriental
"
inform,"restaurant
"
inform,"singaporean
"
inform,"indian
"
inform,"moderate
"
inform,"i want a moderately priced restaurant that serves mediterranean food
"
inform,"im looking for a moderately priced restaurant
"
inform,"south part of town
"
inform,"doesnt matter
"
inform,"any
"
inform,"cheap
"
inform,"moderately priced restaurant
"
inform,"west
"
inform,"dont care
"
inform,"thai
"
inform,"west
"
inform,"thai
"
inform,"thai
"
inform,"thai food
"
inform,"asian
"
inform,"thai
"
inform,"looking for a japanese restaurant in the center
"
inform,"cheap resataurant serving unintelligible food
"
inform,"unintelligible food
"
inform,"cheap unintelligible food
"
inform,"unintelligible food
"
inform,"unintelligible food
"
inform,"cheap unintelligible food
"
inform,"unintelligible food
"
inform,"unintelligible food
"
inform,"cheap unintelligible food
"
inform,"cheap restaurant serving unintellgible food
"
inform,"unintelligible food
"
inform,"im looking for a restaurant in any area that serves russian food
"
inform,"russian
"
inform,"north american
"
inform,"uh i want cantonese food
"
inform,"cantonese
"
inform,"expensive
"
inform,"south
"
inform,"expensive
"
inform,"tuscan food
"
inform,"west
"
inform,"tuscan
"
inform,"thai food
"
inform,"i dont care
"
inform,"what is a good cheap restaurant that serves portuguese food
"
inform,"im looking for a restaurant in the east part of town
"
inform,"i dont care
"
inform,"moderate
"
inform,"moderate
"
inform,"world food
"
inform,"gastropub
"
inform,"world food
"
inform,"gastropub
"
inform,"gastropub of food
"
inform,"im looking for corsica food
"
inform,"vietnamese food
"
inform,"the south part of town
"
inform,"i dont care
"
inform,"moderate
"
inform,"a restaurant south part of town
"
inform,"south part of town
"
inform,"any
"
inform,"moderate restaurant kosher food
"
inform,"moderate restaurant kosher food
"
inform,"north
"
inform,"west
"
inform,"kosher
"
inform,"indian type of food
"
inform,"theres no such venue unintelligible indian type of food
"
inform,"indian type of food
"
inform,"indian type of food
"
inform,"looking for a cheap restaurant in the east part of town
"
inform,"cheap
"
inform,"any
"
inform,"belgian
"
inform,"chinese
"
inform,"cheap
"
inform,"cheap
"
inform,"im looking for portuguese food
"
inform,"i dont care
"
inform,"chinese
"
inform,"the south
"
inform,"im looking chineese food
"
inform,"i dont care
"
inform,"i need a restaurant in the east part of town
"
inform,"i dont care
"
inform,"danish food
"
inform,"north
"
inform,"north
"
inform,"spanish
"
inform,"spanish food
"
inform,"asian oriental
"
inform,"im looking for a moderately priced restaurant
"
inform,"i dont care
"
inform,"world food
"
inform,"expensive restaurant south part of town
"
inform,"any
"
inform,"expensive
"
inform,"i dont care
"
inform,"i dont care
"
inform,"west
"
inform,"i dont care
"
inform,"italian
"
inform,"i dont care
"
inform,"i dont care
"
inform,"polynesian food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"polynesian food
"
inform,"italian food
"
inform,"i dont care
"
inform,"moderate priced restaurant in the north part of town
"
inform,"dont care
"
inform,"restaurant in center
"
inform,"malaysian food
"
inform,"malaysian food
"
inform,"british food
"
inform,"british food
"
inform,"british food
"
inform,"polynesian food
"
inform,"south
"
inform,"polynesian food
"
inform,"portuguese food
"
inform,"im looking for a moderately priced restaurant in the east part of town
"
inform,"any
"
inform,"i dont care
"
inform,"moroccon
"
inform,"moroccan food
"
inform,"moroccan food
"
inform,"french food
"
inform,"doesnt matter
"
inform,"cheap
"
inform,"i dont care
"
inform,"i need a moderately priced restaurant
"
inform,"unitelligible food
"
inform,"can i get a restaurant with vegetarian food
"
inform,"i dont care
"
inform,"vegitarian
"
inform,"cheap
"
inform,"south
"
inform,"dont care
"
inform,"moderate
"
inform,"cheap restaurant
"
inform,"im looking for an expensive restaurant in the east town
"
inform,"i dont care
"
inform,"irish food
"
inform,"indian type of food
"
inform,"indian food
"
inform,"im looking for thai
"
inform,"thai food
"
inform,"any fine
"
inform,"thai food
"
inform,"im looking for thai food
"
inform,"i need a restaurant in the center of town that serves spanish food
"
inform,"center
"
inform,"i dont care
"
inform,"expensive restaurants
"
inform,"dont care
"
inform,"sea food
"
inform,"sea food
"
inform,"i need a restaurant serving corsica food
"
inform,"i need indian food
"
inform,"south
"
inform,"polynesia food
"
inform,"thai
"
inform,"thai food
"
inform,"thai
"
inform,"thai food
"
inform,"thai food
"
inform,"thai
"
inform,"thai restaurant
"
inform,"the restaurant
"
inform,"any
"
inform,"french food
"
inform,"christmas food
"
inform,"asian oriental
"
inform,"any
"
inform,"cheap
"
inform,"im looking for a cheap restaurant in the west part of town
"
inform,"i dont care
"
inform,"scandinavian food
"
inform,"asian oriental
"
inform,"im looking for a moderately priced restaurant and it should serve polynesian food
"
inform,"indian
"
inform,"indian
"
inform,"indian
"
inform,"south part of town please
"
inform,"im looking for a restaurant that serves afghan food
"
inform,"are there any serving european food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"im looking for something cheap
"
inform,"doesnt matter
"
inform,"center
"
inform,"italian
"
inform,"moderate
"
inform,"cheap restaurant in the south part of town
"
inform,"doesnt matter
"
inform,"south
"
inform,"expensive
"
inform,"i would like expensive food
"
inform,"restaurant in the west part of town that serves cuban food
"
inform,"italian food
"
inform,"west
"
inform,"any
"
inform,"doesnt matter
"
inform,"dont care
"
inform,"dont care
"
inform,"dont care
"
inform,"im looking for a restaurant in the east part of town serving japanese food
"
inform,"ah im looking for a cheap restaurant
"
inform,"im looking for a cheap restaurant that serves canapes food
"
inform,"im looking for a
"
inform,"canapes
"
inform,"canapes
"
inform,"how bout one that serves portuguese food and is cheap
"
inform,"im looking for an expensive restaurant
"
inform,"can i have a thai restaurant
"
inform,"any kind of food
"
inform,"moderately priced in south part
"
inform,"south part of town
"
inform,"moderate
"
inform,"moderately
"
inform,"moderately priced
"
inform,"dont care
"
inform,"noise looking for an expensive restaurant in the south part of town
"
inform,"south part
"
inform,"looking for an expensive restaurant that serves indonesian food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"i dont care
"
inform,"any part
"
inform,"looking for a cheap restaurant that serves creative food
"
inform,"is there one that serves creative food
"
inform,"uh are there any that serves mediterranean
"
inform,"are there any that serves mediterranean type food
"
inform,"mediterranean
"
inform,"find moderately priced restaurant in the west part of town
"
inform,"west
"
inform,"west
"
inform,"doesnt matter
"
inform,"im looking for a moderately priced restaurant in the south of town
"
inform,"can i get swedish food
"
inform,"swedish food
"
inform,"north american food
"
inform,"north american food
"
inform,"north american
"
inform,"swedish food
"
inform,"swedish food
"
inform,"can i get swedish food
"
inform,"north american
"
inform,"american
"
inform,"swedish food
"
inform,"can i get american food
"
inform,"caribbean food
"
inform,"dont care
"
inform,"im looking for a cheap pan asian food
"
inform,"pan asian food
"
inform,"i need a moderately priced restaurant in the south part of town
"
inform,"i dont care
"
inform,"im looking for an expensive restaurant serving french food
"
inform,"any part of town
"
inform,"french
"
inform,"i want a restaurant in the center that serves seafood
"
inform,"i dont care
"
inform,"north
"
inform,"north
"
inform,"north
"
inform,"north
"
inform,"north
"
inform,"north
"
inform,"north
"
inform,"moderate
"
inform,"moderate
"
inform,"north
"
inform,"north
"
inform,"north
"
inform,"moderately priced
"
inform,"any
"
inform,"british
"
inform,"like to find a restaurant in the east part of town and it should serve indian food
"
inform,"im looking for a restaurant in the east part of town that serves indian food
"
inform,"world food
"
inform,"any
"
inform,"anything
"
inform,"north
"
inform,"greek
"
inform,"um italian
"
inform,"italian type of food
"
inform,"i want to find indian food then
"
inform,"indian food
"
inform,"i dont care
"
inform,"im looking for a restaurant in the north part of town serving indian food
"
inform,"im looking for a restaurant in the north part of town serving indian food
"
inform,"is there anything in the cheap price range
"
inform,"i am looking for a restaurant in the north part of town serving indian food
"
inform,"i dont care
"
inform,"swiss
"
inform,"asian
"
inform,"asian
"
inform,"i dont care
"
inform,"i dont care
"
inform,"asian
"
inform,"looking for an expensive restaurant in the south part of town
"
inform,"i dont care
"
inform,"im looking for a restaurant in any area that serves polynesian food
"
inform,"doesnt matter
"
inform,"i dont care
"
inform,"im looking for an expensive restaurant in the east part of town
"
inform,"any kind of food
"
inform,"im looking for a moroccan restaurant in the center of town
"
inform,"im looking for a thai restaurant
"
inform,"im looking for thai food
"
inform,"im looking for a restaurant that serves thai food
"
inform,"im looking for thai food
"
inform,"i dont care
"
inform,"moderately priced restaurant serving moroccan food
"
inform,"indian food
"
inform,"i dont care
"
inform,"im looking for a restaurant in the north part of town
"
inform,"i want a moderately priced
"
inform,"restaurant and it should serve steak house food
"
inform,"im looking for a restaurant serving asian oriental food
"
inform,"moderate
"
inform,"moderate
"
inform,"north
"
inform,"any
"
inform,"can i find an expensive restaurant that serves traditional food
"
inform,"can i have an expensive restaurant
"
inform,"serving modern european food
"
inform,"moderate
"
inform,"north
"
inform,"west part of town
"
inform,"west
"
inform,"noise west
"
inform,"west
"
inform,"west
"
inform,"any
"
inform,"moderate
"
inform,"im looking for a restaurant serving international food
"
inform,"any part of town
"
inform,"im looking for a moderately priced restaurant that serves spanish food
"
inform,"i would like european food
"
inform,"i dont care
"
inform,"i dont care
"
inform,"any
"
inform,"im looking for a restaurant in the north part of town that serves african food
"
inform,"im looking for a moderately priced restaurant in the south part of town
"
inform,"i dont care
"
inform,"id like a moderately priced restaurant that serves cuban food please
"
inform,"polynesian food
"
inform,"south
"
inform,"south
"
inform,"thai
"
inform,"lets see im looking for a restaurant in the north part of town that serves vietnamese food
"
inform,"vietnamese
"
inform,"breath how bout north part of town
"
inform,"i want an expensive restaurant that serves polish food
"
inform,"italian food
"
inform,"i need a cheap restaurant in the east part of town
"
inform,"i dont care
"
inform,"i dont care
"
inform,"i would like crossover food
"
inform,"modern european food
"
inform,"modern european food
"
inform,"expensive
"
inform,"expensive
"
inform,"corsica
"
inform,"thai food
"
inform,"thai
"
inform,"thai
"
inform,"cheap restaurant
"
inform,"chinese
"
inform,"im looking for an italian restaurant in the east part of town
"
inform,"moderately priced
"
inform,"any food
"
inform,"moderate
"
inform,"moderately priced restaurant
"
inform,"west part of town
"
inform,"any
"
inform,"i want to find a restaurant serving world food
"
inform,"looking for moderately priced russian food
"
inform,"russian food
"
inform,"i dont care
"
inform,"any
"
inform,"any
"
inform,"barbecue
"
inform,"barbecue
"
inform,"cheap
"
inform,"mediterranean food
"
inform,"i dont care
"
inform,"any address
"
inform,"moderately priced restaurant in the west part of town
"
inform,"moderately priced restaurant in the west part of town
"
inform,"dont care
"
inform,"im looking for a moderately priced restaurant in the north part of town
"
inform,"the north part
"
inform,"i dont care
"
inform,"looking for something on the south side
"
inform,"danish food
"
inform,"danish
"
inform,"doesnt matter
"
inform,"spanish food
"
inform,"any
"
inform,"spanish
"
inform,"i dont care
"
inform,"moderately priced serving gastro pub
"
inform,"cheap restaurant in the west part of town
"
inform,"any
"
inform,"cheap
"
inform,"looking for a cheap restaurant that serves steak house food
"
inform,"any
"
inform,"could i have a cheap restaurant in the east part of town
"
inform,"looking for a restaurant in the south part of town that serves australian food
"
inform,"it does not matter
"
inform,"change that to a chinese restaurant
"
inform,"polish food
"
inform,"north american
"
inform,"north american food
"
inform,"food type
"
inform,"any type of food
"
inform,"i want expensive food in the east part of town
"
inform,"expensive
"
inform,"im looking for a restaurant that serves french food
"
inform,"any
"
inform,"french
"
inform,"im looking for a restaurant in the east part of town serving catalan food
"
inform,"serving austrian food
"
inform,"theres no such venue how about gastropub type of food
"
inform,"a restaurant with afghan food
"
inform,"uh a restaurant in the south part of town
"
inform,"expensive restaurant east part of town
"
inform,"any
"
inform,"i need a restaurant in the center of town that includes international food
"
inform,"i need a moderately priced restaurant in the west part of town
"
inform,"i dont care
"
inform,"belgium food
"
inform,"dont care
"
inform,"malyasian
"
inform,"thai
"
inform,"moderately priced restaurant
"
inform,"south
"
inform,"dont care
"
inform,"restaurant in the center
"
inform,"afghan
"
inform,"thai food
"
inform,"im looking for a restaurant in the south part of town serving korean food
"
inform,"west
"
inform,"id like an expensive restaurant
"
inform,"looking for an expensive restaurant that serves afghan food
"
inform,"moderate restaurant south part of town
"
inform,"doesnt matter
"
inform,"moderately priced restaurant
"
inform,"moderate
"
inform,"any
"
inform,"looking for spanish food in the center of town
"
inform,"center
"
inform,"i dont care
"
inform,"gastropub food
"
inform,"doesnt matter
"
inform,"restaurant in central
"
inform,"thai type of food
"
inform,"thai food
"
inform,"thai food
"
inform,"danish food
"
inform,"chinese
"
inform,"food
"
inform,"dont care
"
inform,"moderately
"
inform,"the south part
"
inform,"i dont know
"
inform,"north
"
inform,"any
"
inform,"moderate
"
inform,"afghan food
"
inform,"center
"
inform,"afghan
"
inform,"dont care
"
inform,"i am looking for a restaurant serving afghan food
"
inform,"any part of town
"
inform,"restaurant in the west part of town that serves airitran food
"
inform,"airitran
"
inform,"italian
"
inform,"i dont care
"
inform,"im looking for traditional food
"
inform,"i am looking for a cheap restaurant and it should be in the west part of town
"
inform,"uh i dont care
"
inform,"i want a restaurant in the north part of town that serves vietnamese food
"
inform,"im looking for a moderately priced restaurant in the north part of town
"
inform,"any
"
inform,"any
"
inform,"dont care
"
inform,"im looking for a moderately priced restaurant in the south part of town
"
inform,"i dont care
"
inform,"i dont care
"
inform,"moderately priced
"
inform,"can you find a moderately priced restaurant
"
inform,"moderately
"
inform,"id like a moderately price
"
inform,"can i find a moderately priced
"
inform,"restaurant
"
inform,"find something in the north part
"
inform,"african food
"
inform,"moderate price
"
inform,"spanish food
"
inform,"spanish food
"
inform,"moderate price
"
inform,"spanish food
"
inform,"i dont care moderate price
"
inform,"moderate
"
inform,"moderate
"
inform,"im looking for a cheap restaurant in the west part of town
"
inform,"american
"
inform,"cheap
"
inform,"looking for a cheap restaurant in the west part of town
"
inform,"anything
"
inform,"north
"
inform,"any
"
inform,"i need a cheap restaurant that serves indonesian food
"
inform,"south
"
inform,"south
"
inform,"indian
"
inform,"indian
"
inform,"south
"
inform,"indian food
"
inform,"im looking for a cheap restaurant
"
inform,"i dont care
"
inform,"moroccon
"
inform,"indian
"
inform,"cheap restaurants
"
inform,"british food
"
inform,"expensive
"
inform,"international
"
inform,"food
"
inform,"italian food
"
inform,"italian food
"
inform,"expensive food in the south of town
"
inform,"south
"
inform,"south
"
inform,"i dont care
"
inform,"thai food
"
inform,"any
"
inform,"thai food
"
inform,"expensive
"
inform,"thai food
"
inform,"expensive restaurant thai food
"
inform,"creative food
"
inform,"north
"
inform,"creative
"
inform,"creative food
"
inform,"center
"
inform,"okay i dont care about price range
"
inform,"expensive european food
"
inform,"expensive
"
inform,"i dont care
"
inform,"ok what about indian
"
inform,"cheap
"
inform,"on the south part of town
"
inform,"okay then any
"
inform,"indian food
"
inform,"im looking for a cheap restaurant
"
inform,"i dont care
"
inform,"polynesian food
"
inform,"vietnamese
"
inform,"vietnam
"
inform,"food
"
inform,"vietnamese
"
inform,"vietnam
"
inform,"vietnamese
"
inform,"barbecue food
"
inform,"in cheap restaurant
"
inform,"id like a moderately priced restaurant in the west part of town
"
inform,"i dont care
"
inform,"japanese
"
inform,"japanese
"
inform,"japanese
"
inform,"japanese
"
inform,"japanese
"
inform,"um i dont care i just want traditional food
"
inform,"i want to find an expensive restaurant that serves swedish food
"
inform,"swedish
"
inform,"noise restaurant west part of town danish food
"
inform,"indian food
"
inform,"i want a moderately priced restaurant in the north part of town
"
inform,"doesnt matter
"
inform,"yea i would like korean food
"
inform,"any area
"
inform,"i dont care
"
inform,"expensive
"
inform,"im looking for a restaurant in the center part of town that serves unintelligible food
"
inform,"not korean
"
inform,"im looking for something expensive
"
inform,"doesnt matter
"
inform,"something serving swiss food
"
inform,"something serving swiss food
"
inform,"im looking for a restaurant serving british food then
"
inform,"moderately priced
"
inform,"dont care
"
inform,"moderate
"
inform,"im looking for a restaurant in the north part of town serving jamaican food
"
inform,"serving jamaican food
"
inform,"uh chinese food
"
inform,"i want an expensive restaurant that serves sea food
"
inform,"i need a restaurant in the west part of town
"
inform,"thai
"
inform,"im looking for a restaurant serving romanian food
"
inform,"id like a restaurant in the south part of town
"
inform,"any price range is fine
"
inform,"moderately pri
"
inform,"dont care
"
inform,"spanish
"
inform,"spanish
"
inform,"spanish food
"
inform,"spanish
"
inform,"spanish
"
inform,"im looking for a moderately priced restaurant and it should be in the north of town
"
inform,"i dont know
"
